"SR 16","Commend service of Dr. John E. Walls, Jr., Deputy Superintendent of Vicksburg-Warren School District, upon his retirement.","Resolutions",,,
"SC 623","Commend service of Reverend Dr. Jerry Young, President of General Missionary Baptist State Convention of Mississippi.","Resolutions",,,
"SC 711","Commend Sidney G. Morgan, Chairman of Mississippi Independent Pharmacies Association.","Resolutions",,,
"SC 541","Commend South Panola High School ""Tigers"" Football Team for eighth State Championship.","Resolutions",,,
"SC 577","Commend St. Stanislaus Football Team and Quarterback Dylan Favre for winning Class 4A State Championship.","Resolutions",,,
"SC 619","Commend St. Stanislaus Rock-A-Chaws Boys Soccer Team for winning fifth State Championship.","Resolutions",,,
"SC 503","Commend the life of Don Butler, former Chief of the Mississippi Highway Safety Patrol.","Resolutions",,,
"SC 709","Commend the life of Dorothy Irene Height, founding matriarch of the National Civil Rights Movement.","Resolutions",,,
"SC 529","Commend the life of former State Senator, retired Brigadier General (MNG) and Biloxi businessman Tommy Munro.","Resolutions",,,
"SC 701","Commend the life of Natchez business and civic leader Sim Chase Callon.","Resolutions",,,
"SC 521","Commend the life of Vietnam P.O.W., Colonel John ""Jack"" Pitchford of Natchez, Mississippi.","Resolutions",,,
"SC 596","Commend the M.S. Palmer High School Cheerleading Squad for winning the second consecutive COED State Championship.","Resolutions",,,
"SC 606","Commend the New Orleans Saints Football Team for winning their first Super Bowl Championship.","Resolutions",,,
"SC 683","Commend the Oak Grove ""Mojo"" U12 Select Baseball Team as Mississippi State Champions.","Resolutions",,,
"SC 582","Commend Tito Echiburu upon induction into the 2009 Mississippi Tennis Association Hall of Fame.","Resolutions",,,
"SC 576","Commend Trinity Episcopal Day School ""Saints"" Football Team for winning MAIS Class A State Championship.","Resolutions",,,
"SC 553","Commend Tylertown High School ""Chiefs"" Football Team for 3A State Championship.","Resolutions",,,
"SC 691","Commend U.S. Congress and President Obama for enacting the ""Patient Protection and Affordable Care Act"" of 2010.","Resolutions",,,
"SC 645","Commend West Bolivar High School ""Eagles"" Basketball Team for Class 2A State Championship.","Resolutions",,,
"SC 523","Commend World War II Veteran and Newton County resident Vernon Gibbs for receiving the French Legion of Honor Medal.","Resolutions",,,
"SB 2577","Commercial driver's license; technical correction and clarification.","Transportation",,,
"HB 1353","Commission and Department of Health, Human Services and Economic Security; create.","State Agencies",,,
"HB 710","Commission on Local Government Efficiency and Reform; create.","Municipal/County Issues",,,
"HB 1041","Commission on Marine Resources; authorize executive director to issue after-the-fact authorization.","Environmental",,,
"SB 2212","Commissioner of Insurance; require insurers to give reasons for declination, cancellation or nonrenewal if requested.","Insurance",,,
"SB 2317","Commissioners of election; may run for other offices if they resign before they qualify.","Campaign Finance and Election Issues",,,
"SB 2357","Community college districts; may waive out-of-state or out-of-district tuition for students living within 50 miles of campus.","Education",,,
"HB 1592","Community colleges; authorize additional tax levy for improvements and general support.","Education",,,
"HB 1530","Community colleges; authorize to pledge taxes regarding auxiliary facilities.","Education",,,
"SB 2993","Community Corrections Reassimilation and Restitution Program; create.","Crime",,,
"SB 3003","Community Corrections Reassimilation and Restitution Program; create.","Crime",,,
"HB 1364","Compensation for appointed counsel for indigents; revise.","Welfare and Poverty","Judiciary",,
"HB 1032","Comprehensive Hurricane Damage Mitigation Program; make discretionary certain duties under the program.","Other",,,
"SB 2738","Comprehensive Hurricane Damage Mitigation Program; make discretionary certain duties under the program.","Other",,,
"HB 454","Comprehensive School Health Education Program; include additional components in and require school nurses to teach.","Education","Health",,
"HB 147","Comprehensive sex education; require teaching of in Grades K-12.","Education","Reproductive Issues",,
"HB 412","Compulsive gambling; establish as a ground for divorce.","Gambling and Gaming","Family and Children Issues",,
"SB 2831","Compulsory commitment of active tuberculosis cases to hospital; clarify procedures.","Health",,,
"HB 1260","Compulsory School Attendance Law; delete provision allowing parent to disenroll child from kindergarten.","Education",,,
"SB 2456","Compulsory school attendance requirements; child with 30 or more excused/unexcused absences not allowed to advance or graduate.","Education",,,
"HB 1268","Compulsory School Attendance; increase age of and revise various provisions.","Education",,,
"SB 2874","Computer and electronic waste; require management plan for recycling and disposal.","Technology and Communication",,,
"HB 323","Computer crimes; clarify offense against computer equipment.","Technology and Communication","Crime",,
"SB 2268","CON for acute psychiatric beds and PRTF beds in Washington County; authorize.","Health","Municipal/County Issues",,
"SB 2572","CON for ICFMR beds; authorize additional beds for center in Madison County.","Health","Municipal/County Issues",,
"SB 2541","CON for nursing facility in any underserved minority zip code area in the state; authorize.","Health",,,
"HB 922","CON law; revise various provisions of.","Health",,,
"SB 2234","CON; authorize for Alzheimer's patients beds in Belden, Lee County, Mississippi.","Health","Municipal/County Issues",,
"SB 2723","CON; authorize transfer of beds from Hancock County and new CON in Lamar County.","Health","Municipal/County Issues",,
"HB 854","CON; authorize transfer of nursing home beds from Hancock County and new nursing home beds in Lamar County.","Health","Municipal/County Issues",,
"HB 923","CON; include CT-PET services in those new health services requiring CON review.","Health",,,
"HB 795","CON; issue for add'l ICF-MR beds at community living program for developmentally disabled adults in Madison County.","Health","Municipal/County Issues",,
"HB 1168","CON; issue for additional psychiatric residential treatment facility beds in Hinds County.","Health","Municipal/County Issues",,
"HB 814","CON; issue for nursing home in Holmes County.","Health","Municipal/County Issues",,
"HB 861","CON; issue for nursing home in Jones County.","Health","Municipal/County Issues",,
"HB 725","CON; issue for psychiatric facility beds in Washington County.","Health","Municipal/County Issues",,
"SB 2161","CON; issue for psychiatric facility beds in Washington County.","Health","Municipal/County Issues",,
"HB 758","CON; issue to Alexander Milne Home for Women for ICF-MR beds in Laurel.","Health","Municipal/County Issues",,
"SB 3052","CON; issue to Alexander Milne Home for Women, Inc., for ICF-MR beds in Laurel.","Health","Municipal/County Issues",,
"SB 2125","CON; provide exemption for private pay nursing beds in Rankin County which are part of a continuing care retirement community.","Health","Municipal/County Issues",,
"HB 1015","CON; psychiatric residential treatment facility beds in Meridian, Flowood & Louisville & child/adolescent psychiatric beds in Meridian.","Health","Municipal/County Issues",,
"SB 2120","CON; restore exemption for private pay nursing facility beds which are part of a continuing care retirement community.","Health","Municipal/County Issues",,
"HB 811","CON; shall not be extended more than one time and shall not be valid after 18 months.","Health",,,
"SB 2020","Concealed weapon; remove prohibition against carrying in a church.","Guns",,,
"HB 984","Concealed weapons; allow certain elderly persons to carry.","Guns",,,
"HB 801","Concealed weapons; allow persons with license to carry anywhere except into secure facilities.","Guns",,,
"SB 2335","Concealed weapons; authorize carrying without permit by all prosecutors.","Guns",,,
"SB 2158","Concealed weapons; exempt county and municipal prosecutors from carrying permit.","Guns",,,
"HB 393","Concealed weapons; remove all state restrictions where permittees may carry.","Guns",,,
"SB 2019","Concealed weapons; remove prohibition against carrying in a public park.","Guns",,,
"SB 2153","Concealed weapons; remove prohibition against carrying in a public park.","Guns",,,
"HB 1381","Concealed weapons; revise prohibition against carrying in church or other place of worship.","Guns",,,
"SC 571","Congratulate DSU President Dr. John Hilpert for his election as Chairman of the Southern Association of Colleges and Schools (SACS).","Resolutions",,,
"SC 542","Congratulate former State Senator E. Vincent Davis upon his appointment as Chancellor of the 17th Chancery Court District.","Resolutions",,,
"SC 532","Const.; provide for alternative forms of county government.","Municipal/County Issues",,,
"HB 96","Constables; authorize to be paid after diligent search and inquiry upon unsuccessful service of process.","Crime",,,
"SB 2054","Constables; increase fee in criminal cases, revise reimbursement for travel expenses.","Crime",,,
"HB 380","Constables; increase the lost cause fee that may be charged by.","Crime",,,
"SC 538","Constitution, Section 26; widen geographical area for jury pool.","Legislative Affairs",,,
"SC 548","Constitution; amend Section 121 to require the Governor to give at least 10 days' notice before convening an extraordinary session.","Legislative Affairs","Executive",,
"SC 533","Constitution; amend Section 124 to require a favorable recommendation from the State Parole Board before the Governor can issue a pardon.","Legislative Affairs","Executive",,
"SC 544","Constitution; amend Section 241 to provide that a person convicted of buying votes shall lose his right of suffrage.","Legislative Affairs","Campaign Finance and Election Issues",,
"SC 535","Constitution; amend Section 241 to provide that persons convicted of a felony may not vote.","Legislative Affairs","Crime",,
"SC 561","Constitution; amend Section 252 to provide for statewide elections to occur in even numbered years.","Legislative Affairs","Campaign Finance and Election Issues",,
"HC 47","Constitution; amend Section 41 to revise the qualifying age to serve in the House of Representatives to 18.","Legislative Affairs","Government Reform",,
"HC 48","Constitution; amend Section 42 to lower the minimum age to serve in the Mississippi Senate from 25 to 18.","Legislative Affairs","Government Reform",,
"SC 545","Constitution; amend Section 46 to allow a decrease in the compensation of members of the Legislature to become effective immediately.","Legislative Affairs","Government Reform",,
"SC 566","Constitution; amend Section 97 to allow legislative extension of a statute of limitations.","Legislative Affairs",,,
"HC 37","Constitution; amend to authorize metropolitan government.","Legislative Affairs","Municipal/County Issues",,
"HC 5","Constitution; amend to change statewide elections to first Saturday of November.","Legislative Affairs","Campaign Finance and Election Issues",,
"HC 35","Constitution; amend to elect Governor by majority of popular vote, with no electoral vote requirement.","Legislative Affairs","Executive",,
"HC 31","Constitution; amend to elect State Superintendent of Public Education.","Legislative Affairs","Education",,
"HC 13","Constitution; amend to limit members of the Legislature to 20 years of service.","Legislative Affairs","Government Reform",,
"HC 25","Constitution; amend to prohibit bail for person appealing felony conviction.","Legislative Affairs","Crime",,
"HC 17","Constitution; amend to prohibit laws compelling any person, employer or health care provider to participate in any health care plan.","Legislative Affairs","Health","Insurance",
"SC 562","Constitution; amend to prohibit laws compelling any person, employer or health care provider to participate in any health care plan.","Legislative Affairs","Health","Insurance",
"HC 27","Constitution; amend to prohibit person convicted of voting crime from holding public office.","Legislative Affairs","Crime","Campaign Finance and Election Issues",
"HC 11","Constitution; amend to provide for a state university system state board of governors and local board of trustees.","Legislative Affairs","Education",,
"HC 22","Constitution; amend to provide for appointment of Supreme Court judges.","Legislative Affairs","Judiciary",,
"HC 38","Constitution; amend to provide that felony convictions result in loss of suffrage; Legislature impose conditions for restoration.","Legislative Affairs","Crime",,
"SC 546","Constitution; amend to provide that felony convictions result in loss of suffrage; Legislature impose conditions for restoration.","Legislative Affairs","Crime",,
"HC 14","Constitution; amend to provide that the Legislature shall meet in regular session once every two years.","Legislative Affairs","Government Reform",,
"HC 19","Constitution; amend to reduce the size of the House of Representatives.","Legislative Affairs","Government Reform",,
"HC 1","Constitution; amend to require advance notice to Legislature of extraordinary session.","Legislative Affairs","Government Reform",,
"SC 540","Constitution; amend to require election districts to be composed of whole precincts.","Legislative Affairs","Campaign Finance and Election Issues",,
"HC 10","Constitution; amend to require majority vote only for bill reducing taxes.","Legislative Affairs","Budget, Spending and Taxes",,
"HC 26","Constitution; amend to restrict use of eminent domain.","Legislative Affairs","Housing and Property",,
"HC 36","Constitution; amend to set elections for statewide elective offices in even-numbered years.","Legislative Affairs","Campaign Finance and Election Issues",,
"SC 563","Constitution; authorize alternative forms of county government.","Legislative Affairs","Municipal/County Issues",,
"HC 12","Constitution; establish right to hunt, fish and trap.","Legislative Affairs","Animal Rights and Wildlife Issues",,
"HC 24","Constitutional amendment; bail not allowed for sex crime offenses.","Legislative Affairs","Crime",,
"SC 501","Constitutional amendment; reduce the size of the Legislature.","Legislative Affairs","Government Reform",,
"SB 2241","Constitutional rights; contractual waiver only effective if knowingly executed.","Business and Consumers",,,
"HB 1555","Construction contractors; require disclosure regarding general liability insurance.","Business and Consumers",,,
"SB 2655","Construction contracts; require a set-aside for small businesses.","Business and Consumers",,,
"SB 2473","Consumer collection agencies; require registration and prohibit certain acts.","Business and Consumers",,,
"HB 597","Consumer Protection Act; clarify actions that may be brought.","Business and Consumers",,,
"HB 709","Contact lenses; optometrists and ophthalmologists may prescribe and fit FDA-approved medicated lenses.","Health",,,
"SB 2578","Continuing education requirements for pharmacist license renewal; revise.","Education",,,
"SB 2725","Continuing legal education; legislators exempt.","Education","Legislative Affairs",,
"HB 194","Contraband tobacco; extend repealer on authority of law enforcement officers to seize.","Legal Issues",,,
"HB 1524","Contractor's tax; designate owners of certain major industrial facilities as the prime contractor for certain projects.","Budget, Spending and Taxes",,,
"SB 2741","Contractor's tax; designate owners of certain major industrial facilities as the prime contractor for certain projects.","Budget, Spending and Taxes",,,
"HB 945","Contractors, remodelers and rebuilders; revise certain provisions and licensing requirements.","Business and Consumers",,,
"SB 2370","Contractors; revise certificate of responsibility threshold for private contracts.","Business and Consumers",,,
"HB 254","Contracts; prohibit use of automatic renewal clauses.","Business and Consumers",,,
"HB 1342","Contracts; provide for postnuptial agreements.","Business and Consumers",,,
"HB 994","Contracts; require to be written in large print.","Business and Consumers",,,
"HB 812","Contributing to the neglect or delinquency of a child and abuse of a child; revise penalties for.","Family and Children Issues","Crime",,
"SB 2619","Controlled substance; false representation a felony.","Drugs","Crime",,
"SB 2582","Controlled substance; revise Schedules II and V.","Drugs",,,
"HB 1504","Controlled Substances Law; revise forfeiture proceedings.","Drugs",,,
"HB 921","Controlled substances; add certain drugs to Schedules II & V.","Drugs","Crime",,
"SB 2013","Controlled substances; enhance penalty for illegal sale in proximity to drug rehab facility.","Drugs","Crime",,
"HB 284","Controlled substances; felony to bring into state, county or municipal facility.","Drugs",,,
"HB 647","Controlled substances; list ephedrine and pseudoephedrine in Schedule III.","Drugs",,,
"SB 2314","Controlled substances; misdemeanor of falsely representing a substance to be.","Drugs",,,
"HB 1520","Controlled substances; require registration of out-of-state facilities that distribute or dispense in Mississippi.","Drugs",,,
"HB 1533","Cooperatives; provide for the incorporation of.","Commerce",,,
"SB 2942","Cooperatives; provide for the incorporation of.","Commerce",,,
"HR 50","Corinth High School Warriors Boys Soccer Team; commend on winning 2010 Class 1A/2A/3A State Championship.","Resolutions",,,
"HR 60","Corinth Junior High School Warriors Boys Basketball Team; commend on second consecutive undefeated season.","Resolutions",,,
"SB 2674","Coroners; allow to carry a concealed weapon without a permit.","Guns",,,
"SB 2062","Corporation franchise tax; phase out effective January 1, 2015.","Budget, Spending and Taxes",,,
"HB 1545","Corporations; provide method to break tie in vote of shareholders.","Business and Consumers",,,
"HB 532","Correctional regional facility; authorize Department of Corrections to contract with Lawrence County for.","Crime","Municipal/County Issues",,
"SB 2832","Corrections; allow offenders convicted of small quantity drug violations to be eligible for trusty time allowance.","Crime",,,
"SB 2970","Corrections; authorize commissioner to operate a jamming system within correctional facility and seek approval from FCC.","Crime",,,
"SB 3066","Corrections; authorize MDOC to construct a fire station at or near the South Mississippi Correctional Institution.","Crime",,,
"SB 2245","Corrections; authorize MDOC to contract with Tishomingo County for regional prison.","Crime","Municipal/County Issues",,
"SB 2598","Corrections; authorize regional facility for Coahoma County.","Crime","Municipal/County Issues",,
"SB 2593","Corrections; authorize regional facility for Quitman County.","Crime","Municipal/County Issues",,
"SB 2203","Corrections; increase earned-time allowances for crimes committed after a certain date.","Crime",,,
"HB 1135","Corrections; prohibit sex between employees of correctional facilities or law enforcement agencies and offenders.","Crime",,,
"SB 3024","Corrections; prohibit sex between employees of correctional facilities or law enforcement agencies and offenders.","Crime",,,
"SB 2170","Corrections; prohibit trusty convicted of murder or any other crime of violence from working at Governor's Mansion.","Crime",,,
"SB 2997","Corrections; provide that a county is not liable for medical costs that exceed certain reimbursement rates.","Crime",,,
"SB 2417","Corrections; require any person incarcerated for nonpayment of child support to work.","Crime","Family and Children Issues","Labor",
"HB 1290","Corrections; revise initial period for agricultural leases.","Crime","Agriculture and Food",,
"SB 2978","Corrections; revise initial period for agricultural leases.","Crime","Agriculture and Food",,
"HB 1089","Cosmetology licensure law; revise certain requirements for licensure, increase penalties and extend repealer.","Legal Issues",,,
"SB 2157","Cosmetology licensure law; revise certain requirements, prescribe fees and extend repealer.","Legal Issues",,,
"HB 384","Cosmetology; revise certain requirements for licensure and increase fees and penalty amounts.","Legal Issues",,,
"HC 42","Cotillion Federated Club; commend and congratulate on the occasion of its 55th anniversary.","Resolutions",,,
"SB 3072","Council on Education Technology; revise responsibilities; authorize.","Education","Technology and Communication",,
"SB 2729","Counterfeit products; clarify offense of sale of.","Business and Consumers",,,
"HB 690","Counterfeit products; clarify sale offense.","Business and Consumers",,,
"HB 1143","Counties and municipalities; mandate election on incurring debt for operational expenses and issuing bonds.","Municipal/County Issues","Campaign Finance and Election Issues",,
"HB 846","Counties; authorize board of supervisors to employ attorney as full-time county employee.","Municipal/County Issues","Judiciary",,
"HB 431","Counties; authorize board of supervisors to maintain driveways or roads of any poultry farms located in.","Municipal/County Issues","Agriculture and Food",,
"SB 2559","Counties; authorize to acquire cell phones for Wildlife, Fisheries and Parks' officers.","Municipal/County Issues","Animal Rights and Wildlife Issues",,
"HB 917","Counties; authorize to dig graves and bury livestock without need for epidemic or contagious disease.","Municipal/County Issues","Health",,
"HB 1072","Counties; authorize to work on natural and man-made drainage structures.","Municipal/County Issues","Environmental",,
"HB 1183","Counties; authorize to work on natural and man-made drainage structures.","Municipal/County Issues","Environmental",,
"HB 180","Counties; expand jurisdictional authority and police powers.","Municipal/County Issues",,,
"HB 776","Counties; expand types of drainage structures may incur costs for.","Municipal/County Issues",,,
"SB 2953","Counties; maintain private roads used as Head Start turnarounds.","Municipal/County Issues",,,
"SB 2896","Counties; shall adopt a fire prevention code requiring installation of smoke detectors.","Municipal/County Issues",,,
"HB 398","County and municipal prosecutors; allow to carry weapons.","Municipal/County Issues","Judiciary","Guns",
"SB 2555","County board of education is levying authority for all school districts in county school system; provide.","Municipal/County Issues","Education",,
"SB 2708","County court administrators; salary paid directly by county.","Municipal/County Issues","Judiciary",,
"SB 2815","County court; authorize for Pearl River County.","Municipal/County Issues","Judiciary",,
"HB 1361","County court; establish in Pearl River County.","Municipal/County Issues","Judiciary",,
"HB 1372","County courts; remove requirement to pay court administrators through the AOC.","Municipal/County Issues","Judiciary",,
"HB 1456","County medical examiners; require to be certified in forensic pathology and be on DPS-approved list.","Municipal/County Issues","Health",,
"HB 1523","County officials; provide those attacked by an animal while on duty with certain rights regarding the property/animal owner.","Municipal/County Issues",,,
"HB 425","County prisoners; revise amount paid for nonemergency medical care by.","Municipal/County Issues","Crime","Health",
"HB 1315","County prosecuting attorney; revise compensation for.","Municipal/County Issues","Judiciary",,
"SB 2282","County prosecuting attorney; revise salary in Washington, Bolivar and Coahoma Counties.","Municipal/County Issues","Judiciary",,
"HB 914","County Prosecuting Attorney; revise salary of certain.","Municipal/County Issues","Judiciary",,
"SB 3016","County prosecuting attorneys; salary shall not automatically increase after salary increase of supervisors.","Municipal/County Issues","Judiciary",,
"HB 1501","County road abandonment; procedure for.","Municipal/County Issues","Transportation",,
"HB 443","County road construction and repair; create state funding program to assist.","Municipal/County Issues","Transportation",,
"HB 518","County school boards members; require to declare party affiliation and be elected by a majority vote.","Municipal/County Issues","Education",,
"HB 761","County sheriffs; increase salaries of.","Municipal/County Issues",,,
"HB 585","County superintendent of education; change from elected to appointed by school board in certain counties.","Municipal/County Issues","Education",,
"HB 1326","Court fees; provide civil filing fee in circuit and chancery court to provide pay increase for judges and prosecutors.","Judiciary",,,
"HB 263","Court reporters; additional compensation for court administrator duties to be paid from judge's support staff allowance.","Judiciary",,,
"SB 2085","Court reporting; misdemeanor to practice without a license.","Judiciary",,,
"SB 2412","Court-appointed special advocates; clarify court's authority.","Judiciary",,,
"HB 617","Courts; appeals from county court to go to Supreme Court.","Judiciary",,,
"HB 875","Covenant marriage; enact as form of marriage.","Family and Children Issues",,,
"SB 3067","Crabs; remove prohibition on possessing female sponge crabs and authorize Commission on Marine Resources to regulate taking of crabs.","Environmental","Agriculture and Food",,
"HB 1105","Crabs; requirements for taking.","Environmental","Agriculture and Food",,
"SC 708","Create Joint Study Committee on Minority Business Participation in Public Contracts.","Business and Consumers",,,
"SB 2567","Create task force to study the laws regarding the sale of land for taxes.","Housing and Property","Budget, Spending and Taxes",,
"SB 2651","Credit card processing hardware or software; shall meet federal law requirements when provided to retail merchants.","Business and Consumers","Technology and Communication",,
"SB 2262","Credit Enhancement Loan Act; enact.","Commerce",,,
"SB 2809","Cremains; provide for disposition when unclaimed.","Other",,,
"HR 1","Crime and corrections; create House study committee to study and make recommendations.","Crime",,,
"HB 852","Crime Victim Compensation; increase by 50%.","Crime",,,
"HB 943","Crimes; clarify criminal offense of cruelty to dogs or cats.","Crime","Animal Rights and Wildlife Issues",,
"HB 373","Crimes; create criminal offense for law enforcement to provide false evidence.","Crime",,,
"HB 201","Crimes; create felony offense of child endangerment.","Crime","Family and Children Issues",,
"HB 139","Crimes; create for using cell phone without  hands-free accessories while driving.","Crime","Technology and Communication","Transportation",
"HB 584","Crimes; create offense of lewd and lascivious acts or obscene electronic communication regarding minors under 16.","Crime","Technology and Communication","Family and Children Issues",
"HB 643","Crimes; create offense of sexting.","Crime","Technology and Communication",,
"HB 60","Crimes; create offense of using cell phone without hands-free accessories while driving.","Crime","Technology and Communication","Transportation",
"HB 813","Crimes; create offense regarding throwing objects from an overpass and striking a motor vehicle.","Crime","Transportation",,
"HB 252","Crimes; make it unlawful for motor vehicle dealers to charge certain document-related fees.","Crime","Transportation",,
"HB 33","Crimes; revise crime of animal cruelty and exempt certain activities from constituting the crime.","Crime","Animal Rights and Wildlife Issues",,
"HB 799","Crimes; revise crime of animal cruelty and exempt certain activities from constituting the crime.","Crime","Animal Rights and Wildlife Issues",,
"HB 976","Crimes; revise defacing, removing or destroying signs.","Crime",,,
"HB 160","Crimes; revise expunction of certain convictions.","Crime",,,
"SB 3049","Crimes; revise expunction of certain convictions.","Crime",,,
"HB 1431","Crimes; revise laws regarding cruelty to animals.","Crime","Animal Rights and Wildlife Issues",,
"HB 1402","Crimes; revise offense of malicious or mischievous injury to a dog or cat.","Crime","Animal Rights and Wildlife Issues",,
"HB 34","Crimes; revise prohibition against conducting certain animal fights.","Crime","Animal Rights and Wildlife Issues",,
"HB 682","Crimes; use of taser in commission of a crime or resisting arrest to be a felony.","Crime",,,
"SB 2087","Criminal background check for teachers; school shall allow teacher to use current record on file with another school district.","Crime","Education",,
"SB 2482","Criminal convictions; judge to explain to convict whether he remains a qualified elector.","Crime",,,
"HB 1178","Criminal courts; require transfer to youth court when youth commit traffic violations or certain alcohol-related offenses.","Crime","Family and Children Issues",,
"HB 578","Criminal courts; require transfer to youth court when youth commit traffic violations or certain alcohol-related offenses.","Crime","Family and Children Issues",,
"SB 2086","Criminal history record background check for new student applicants at any state university; authorize.","Crime","Education",,
"HB 538","Criminal penalties; sentence for accessory before the fact cannot be more severe than sentence for the principal.","Crime",,,
"SB 2277","Criminal records; certain young offender's records may be expunged.","Crime",,,
"HB 1006","Criminal records; require permanent storage.","Crime",,,
"HB 1049","Crisis intervention teams; provide for implementation of to provide mental health services.","Health",,,
"HB 575","Cultural products district program; create.","Other",,,
"SB 2856","Curbside voting; make it clear that it is authorized only on the day of the election.","Campaign Finance and Election Issues",,,
"SB 2413","Custody and visitation; clarify for parents on certain military duty.","Family and Children Issues","Military",,
"HB 1526","DA, asst. DA and criminal investigators; allow salaries to be supplemented by nonstate funds to be supplemented.","Judiciary",,,
"HB 259","Dairy show; hold in Brookhaven in Lincoln County.","Agriculture and Food","Municipal/County Issues",,
"HC 127","Damion Fletcher; commend athletic success and congratulate on career accomplishments.","Resolutions",,,
"SN 5","Danny R. Clifton, Louisville, Mississippi, State Board of Optometry, remainder of a five year term effective April 3, 2009 and ending June 20, 2013, representing the 2 CD.","Health",,,
"HR 126","Deacon Clodis Yarber, Jr.; commending the life and expressing sympathy upon the passing of.","Resolutions",,,
"HB 952","Death certificates; require funeral establishments and crematories to send to county clerk of previous residence.","Other",,,
"SB 2270","Death penalty; eliminate for persons who are mentally retarded.","Crime","Legal Issues",,
"HB 63","Death penalty; provide moratorium for purposes of completing study on impact.","Crime","Legal Issues",,
"SB 2274","Death penalty; repeal.","Crime","Legal Issues",,
"HB 65","Death penalty; require notice of state's intention to seek or reject.","Crime","Legal Issues",,
"HB 55","Death penalty; revise written finding requirements by a jury to impose.","Crime","Legal Issues",,
"HB 386","Deaths; require reporting to medical examiner if result from abuse or occur in long-term care facility.","Health",,,
"SB 2053","Declaration of local emergency; authorize mayor to make proclamation.","Municipal/County Issues",,,
"SB 3089","Deer enclosures; create a task force to study deer breeding industry in the state.","Animal Rights and Wildlife Issues",,,
"HB 1084","Deer hunting; delete the repealer on commission's authority to allow baiting and to establish deer management zones.","Animal Rights and Wildlife Issues",,,
"HB 203","Deer hunting; delete the repealer on commission's authority to allow baiting and to establish deer management zones.","Animal Rights and Wildlife Issues",,,
"HB 1137","Deer Management Assistance Program; expand for antlerless deer harvest.","Animal Rights and Wildlife Issues",,,
"SB 2599","Defensive driving school; authorize Internet courses.","Education","Technology and Communication",,
"SB 2492","Deferred Retirement Option Program (DROP); create.","Labor","Senior Issues",,
"HB 1076","Definition of public utility; revise to include Claiborne natural gas.","Energy",,,
"HB 312","Delinquent county debts; county may pay debt collector up to 50% of amount collected.","Municipal/County Issues",,,
"HB 1235","Delinquent sewer bills; authorize sewer service providers to collect.","Public Services",,,
"SB 2647","Delinquent sewer utility fees; authorize certain remedies for the collection of.","Public Services",,,
"SB 2649","Delinquent sewer utility fees; authorize certain remedies for the collection of.","Public Services",,,
"SB 2889","Delinquent utility bills; revise collection procedures for certain.","Public Services",,,
"HB 161","Delinquent, abused or neglected youth; require county or city where charge arose to pay cost of certain conveyance.","Family and Children Issues",,,
"HR 47","Delta Sigma Theta Sorority, Inc.; commend on occasion of ""2010 Statewide Delta Day at the Capitol.""","Resolutions",,,
"HB 1167","Dental services; prohibit certain provision in contract between health care entity and dentist.","Health",,,
"HB 1494","Department of Agriculture; consolidate certain agencies, boards and commissions under the authority of.","Agriculture and Food",,,
"HB 961","Department of Agriculture; increase annual fee for pesticide registration with.","Agriculture and Food",,,
"HB 958","Department of Agriculture; provide for charging of fees for certain licenses and certifications.","Agriculture and Food",,,
"HB 106","Department of Archives and History; provide for appeals of board decisions.","State Agencies",,,
"SB 3091","Department of Audit; bring forward provisions relating to powers and duties of.","State Agencies",,,
"SB 2799","Department of Corrections contract with CPA to establish state inmate cost; require.","Crime",,,
"HB 1405","Department of Corrections; authorize to contract with Smith county to house state inmates in regional facility.","Crime",,,
"HB 1254","Department of Corrections; require mental evaluation of convicted sex offender for offender to become eligible for parole.","Crime",,,
"HB 713","Department of Corrections; require release of offender's medical records to certain individual if certain conditions met.","Crime","Health",,
"HB 351","Department of Corrections; require to develop pilot programs to ban smoking in state correctional facilities.","Crime",,,
"HB 229","Department of Employment Security and Workforce Training and Education Laws; extend repealer on.","Labor",,,
"HB 1493","Department of Employment Security; delete repealer for and related laws of other agencies.","Labor",,,
"HB 1231","Department of Employment Security; reenact and amend provisions regarding.","Labor",,,
"HB 1346","Department of Employment Security; reenact with revisions.","Labor",,,
"SB 2948","Department of Finance & Administration; may transfer real property located on North West Street to MS Transportation Commission.","State Agencies",,,
"HB 1187","Department of Finance and Administration; may transfer certain real property to MDOT.","State Agencies",,,
"SB 2905","Department of Finance and Administration; shall place a moratorium on the acquisition of real property within the City of Jackson.","State Agencies",,,
"SB 2371","Department of Human Services; revise restrictions regarding employees participating in political campaigns.","State Agencies",,,
"SB 2935","Department of Information Technology Services; establish a State Data Center and require state agencies to virtualize servers.","Technology and Communication","State Agencies",,
"SB 2943","Department of Information Technology Services; establish a State Data Center and require state agencies to virtualize servers.","Technology and Communication","State Agencies",,
"SB 2338","Department of Mental Health; revise qualifications for executive director.","Health",,,
"HB 1461","Department of Revenue; authorize certain info to be provided to Bd. of Tax Appeals & provide for appeals of IRP registration denials.","Budget, Spending and Taxes",,,
"HB 1460","Department of Revenue; revise information that may not be disclosed, allow to require certain electronic filing, assess unpaid sales by regular mail.","Budget, Spending and Taxes",,,
"SB 2822","Department of Revenue; revise information that may not be disclosed, allow to require certain electronic filing.","Budget, Spending and Taxes",,,
"SB 2084","Department of Transportation; allow law enforcement employees to retain weapon upon retirement.","Transportation",,,
