"STATE EMPLOYMENT RELATIONS, OFFICE OF","State Agencies","Labor and Employment",
"SHORELAND ZONING","Environmental",,
"SHEBOYGAN, CITY OF","Municipal and County Issues",,
"SECRETARY OF STATE","State Agencies",,
"SCHOOL - ATTENDANCE - COMPULSORY","Education",,
"RUSK COUNTY","Municipal and County Issues",,
"REAL PROPERTY - AGENT","Housing and Property",,
"RAILROADS - COMMISSIONER, OFFICE OF","Transportation",,
"PUBLIC EMPLOYEE - VACATIONS","Labor and Employment","Public Services",
"PUBLIC EMPLOYEE - TRAVEL PROVISIONS","Public Services",,
"PUBLIC DOCUMENT","Public Services",,
"PLANTS","Agriculture and Food","Environmental",
"OUTAGAMIE COUNTY","Municipal and County Issues",,
"NUISANCE","Other",,
"NELSON, GAYLORD","Other",,
"MOBILE HOME","Housing and Property",,
"MEDICAL COLLEGE OF WISCONSIN, INC.","Education","Health",
"MARINETTE COUNTY","Municipal and County Issues",,
"LOTTERY","Gambling and Gaming",,
"LEGISLATURE - RULES - SENATE","Legislative Affairs",,
"LA CROSSE COUNTY","Municipal and County Issues",,
"JUDGE - CIRCUIT COURT","Judiciary",,
"INSURANCE - LIFE AND ACCIDENT","Insurance",,
"HEARINGS AND APPEALS, DIVISION OF","Legal Issues",,
"GRANT COUNTY","Municipal and County Issues",,
"GAME BIRD","Animal Rights and Wildlife Issues",,
"FOND DU LAC COUNTY","Municipal and County Issues",,
"FAIR","Recreation",,
"ESTATE OF DECEASED PERSON","Legal Issues",,
"ELECTIONS - CONTESTED ELECTIONS","Campaign Finance and Election Issues",,
"DISCRIMINATION IN EDUCATION","Education","Civil Liberties and Civil Rights",
"CRIME AND CRIMINALS - HOMICIDE OR MURDER","Crime",,
"COURT - TRAFFIC","Transportation",,
"CITIZENSHIP","Legal Issues",,
"CEMETERY","Other",,
"BIRTH CONTROL","Reproductive Issues",,
"BEVERAGE","Agriculture and Food",,
"AUCTION","Commerce",,
"ASHLAND COUNTY","Municipal and County Issues",,
"AGRICULTURAL EDUCATION","Agriculture and Food","Education",
"ADVERTISEMENT - FRAUDULENT","Commerce",,
"YOUTH CONSERVATION PROGRAMS","Family and Children Issues",,
"YOUNG, REBECCA CONRAD","Other",,
"WITNESS","Legal Issues",,
"WHITEWATER, CITY OF","Municipal and County Issues",,
"WAUKESHA, CITY OF","Municipal and County Issues",,
"WASHINGTON COUNTY","Municipal and County Issues",,
"VILLAGE - ELECTIONS","Campaign Finance and Election Issues",,
"VENDING MACHINE","Commerce",,
"UNIVERSITY OF WISCONSIN - SUPERIOR","Education",,
"UNIVERSITY OF WISCONSIN - PARKSIDE","Education",,
"UNIVERSITY OF WISCONSIN - OSHKOSH","Education",,
"UNITED STATES - MARINE CORPS","Military",,
"UNITED STATES - INTERNAL REVENUE SERVICE","Federal, State, and Local Relations","Budget, Spending, and Taxes",
"UNITED STATES - ENVIRONMENTAL PROTECTION AGENCY","Federal, State, and Local Relations","Environmental",
"UNITED STATES - DEFENSE, DEPARTMENT OF","Federal, State, and Local Relations","Military",
"TREMPEALEAU COUNTY","Municipal and County Issues",,
"TRANSPORTATION PROJECTS COMMISSION","Transportation",,
"TRANSPLANT","Health",,
"TRAFFIC SAFETY","Transportation",,
"TOWN - ELECTIONS","Campaign Finance and Election Issues",,
"TOWN - BOARD","Other",,
"THOMPSON, TOMMY G.","Other",,
"THOMPSON, DANIEL JAMES","Other",,
"TEACHER - SALARY","Education","Labor and Employment",
"TAYLOR COUNTY","Municipal and County Issues",,
"TAXATION","Budget, Spending, and Taxes",,
"STATE PRINTING","Other",,
"STANLEY, CITY OF","Municipal and County Issues",,
"ST. CROIX COUNTY","Municipal and County Issues",,
"SOIL AND SOIL CONSERVATION","Environmental",,
"SMALL CLAIMS COURT","Judiciary",,
"SKILES, JEFF","Other",,
"SIMPSON-ROBINSON, JEANNETTA","Other",,
"SIKORSKI, CLINT A.","Other",,
"SHEBOYGAN COUNTY","Municipal and County Issues",,
"SEAGER, RUSSELL","Other",,
"SCHOOL - BONDS","Education",,
"SAUK COUNTY","Municipal and County Issues",,
"REYNOLDS, JOHN W.","Other",,
"RELIGION AND SOCIETY","Social Issues",,
"RECODIFICATION","Other",,
"RECIPROCITY","Other",,
"RADIATION","Health",,
"PUBLIC OFFICERS - SALARY","Labor and Employment","Public Services",
"PRESIDENTIAL ELECTORS","Campaign Finance and Election Issues",,
"PORTAGE COUNTY","Municipal and County Issues",,
"POLK COUNTY","Municipal and County Issues",,
"PARK - COUNTY","Municipal and County Issues",,
"OPTOMETRY","Health",,
"ONEIDA COUNTY","Municipal and County Issues",,
"OBSCENITY","Other",,
"NOTARY PUBLIC","Legal Issues",,
"NASEMAN, BRIAN K.","Other",,
"MUIR, JOHN","Other",,
"MOTOR VEHICLE - PUBLICLY-OWNED","Transportation",,
"MONROE COUNTY","Municipal and County Issues",,
"MINERAL RIGHTS","Environmental","Business and Consumers",
"MILWAUKEE BREWERS","Recreation",,
"MILWAUKEE - CITY COUNCIL","Municipal and County Issues",,
"MILITARY TRAINING","Military",,
"MEDAL OF HONOR","Other",,
"MCNULTY, MARY ANNE","Other",,
"LINCOLN COUNTY","Municipal and County Issues",,
"LEGISLATURE - RULES - JOINT","Legislative Affairs",,
"LEGISLATURE - LEGISLATIVE ORGANIZATION, JOINT COMMITTEE ON","Legislative Affairs",,
"LEGISLATURE - EMPLOYEE","Legislative Affairs",,
"LEGISLATURE - AUDIT COMMITTEE, JOINT LEGISLATIVE","Legislative Affairs",,
"LANGLADE COUNTY","Municipal and County Issues",,
"LAND AND WATER CONSERVATION BOARD","Environmental",,
"LA FOLLETTE, ROBERT M., SR.","Other",,
"LA CROSSE, CITY OF","Municipal and County Issues",,
"KRUEGER, AMY S.","Other",,
"JUDGE - APPELLATE COURT","Judiciary",,
"INSURANCE - FRATERNAL","Insurance",,
"INCOME TAX - DELINQUENT","Budget, Spending, and Taxes",,
"IMMIGRATION","Legal Issues",,
"HYGIENE LABORATORY","Health","Science and Medical Research",
"HORSES","Animal Rights and Wildlife Issues",,
"HEALTH AND EDUCATIONAL FACILITIES AUTHORITY, WISCONSIN","Health",,
"HARDIE, ANTHONY D.","Other",,
"GREEN BAY, CITY OF","Municipal and County Issues",,
"GREAT LAKES INDIAN FISH AND WILDLIFE COMMISSION","Animal Rights and Wildlife Issues",,
"GRAIN MARKETING","Agriculture and Food",,
"GEOFFRION, BLAKE","Other",,
"FUNERAL AND FUNERAL DIRECTOR","Other",,
"FREEDOM OF SPEECH AND PRESS","Civil Liberties and Civil Rights",,
"FRANCHISE","Commerce",,
"FOOD PRESERVATION","Agriculture and Food",,
"FISH AND FISHING - ROUGH FISH","Agriculture and Food","Animal Rights and Wildlife Issues",
"FIRE","Other",,
"FIDUCIARIES","Commerce",,
"FARLEY, LINDA","Other",,
"EXTRAORDINARY SESSION, 2009 - DECEMBER","Legislative Affairs",,
"ESTATE TAX","Legal Issues",,
"EPILEPSY","Health",,
"ELECTIONS - ADVERTISING","Campaign Finance and Election Issues",,
"EASEMENT","Housing and Property",,
"DUNN COUNTY","Municipal and County Issues",,
"DREES, STEVEN","Other",,
"DOUGLAS COUNTY","Municipal and County Issues",,
"DOOR COUNTY","Municipal and County Issues",,
"DOLAN, ARCHBISHOP TIMOTHY MICHAEL","Other",,
"CREDIT UNIONS, OFFICE OF","Commerce",,
"CREDIT UNION","Commerce",,
"COURT - COMMISSIONER","Judiciary",,
"COUNTY - ELECTIONS","Campaign Finance and Election Issues","Municipal and County Issues",
"COSMETOLOGY","Other",,
"COPEN, LEE AND LYNN","Other",,
"CONSTABLE","Public Services",,
"COLUMBIA COUNTY","Municipal and County Issues",,
"CHRISTOFFERSON, STEVEN J.","Other",,
"CHIPPEWA FALLS, CITY OF","Municipal and County Issues",,
"CHECKS","Commerce",,
"CENSUS","Public Services",,
"CALUMET COUNTY","Municipal and County Issues",,
"BURNETT COUNTY","Municipal and County Issues",,
"BUFFALO COUNTY","Municipal and County Issues",,
"BEES","Agriculture and Food",,
"BARRON COUNTY","Municipal and County Issues",,
"BARBER","Other",,
"ASSEMBLY, UNLAWFUL","Legal Issues",,
"ANIMAL - DISEASE","Animal Rights and Wildlife Issues","Health",
"ALCOHOL BEVERAGE","Legal Issues",,
"AGING AND LONG-TERM CARE, BOARD ON","Senior Issues","Health",
"AGE AND EMPLOYMENT","Senior Issues","Labor and Employment",
"WYCKLENDT, RICHARD J., III","Other",,
"WORLD DAIRY CENTER AUTHORITY","Agriculture and Food",,
"WOOD, JEFFREY","Other",,
"WISE, TERRY","Other",,
"WILLS","Legal Issues",,
"WHITESEL, RUSS","Other",,
"WEIGHTS AND MEASURES","Other",,
"WEDEMEYER, JUDGE TED E., JR.","Other",,
"WASHBURN COUNTY","Municipal and County Issues",,
"VROOMAN, JEREMY DALE","Other",,
"VOLK, JOHN A.","Other",,
"VILLAGE - TAXATION","Budget, Spending, and Taxes",,
"VILAS COUNTY","Municipal and County Issues",,
"VETERAN - PENSION","Military","Labor and Employment",
"VERNON COUNTY","Municipal and County Issues",,
"URBAN, FRANK H.","Other",,
"UNIVERSITY OF WISCONSIN - WHITEWATER","Education",,
"UNIVERSITY OF WISCONSIN - TWO YEAR CAMPUS","Education",,
"UNIVERSITY OF WISCONSIN - STOUT","Education",,
"UNIVERSITY OF WISCONSIN - RIVER FALLS","Education",,
"UNIVERSITY OF WISCONSIN - LAW SCHOOL","Education",,
"UNIVERSITY OF WISCONSIN - GREEN BAY","Education",,
"UNIVERSITY OF WISCONSIN - EAU CLAIRE","Education",,
"UNITED STATES - SUPREME COURT","Federal, State, and Local Relations","Judiciary",
"UNITED STATES - INTERIOR DEPARTMENT","Federal, State, and Local Relations","Environmental",
"UNITED STATES - FOOD AND DRUG ADMINISTRATION","Federal, State, and Local Relations","Agriculture and Food","Health"
"UNITED STATES - FEDERAL HIGHWAY ADMINISTRATION","Federal, State, and Local Relations","Transportation",
"UNITED STATES - ENERGY DEPARTMENT","Federal, State, and Local Relations","Energy",
"TURTLE LAKE, VILLAGE OF","Municipal and County Issues",,
"TRADEWELL, TOMMY T.","Other",,
"TOWN - TAXATION","Budget, Spending, and Taxes",,
"TOWN - MEETING","Municipal and County Issues",,
"TAXI","Transportation",,
"TAX APPEALS COMMISSION","Budget, Spending, and Taxes",,
"SUNDAY OBSERVANCE","Social Issues",,
"STOWER, REV. PHARIS HARVEY, JR.","Other",,
"STOLZENBERG, JOHN","Other",,
"STILLMUNKES, INC.","Other",,
"STEPHAN, EDWIN C.","Other",,
"STEINHILBER, JOHN D.","Other",,
"STATUTES","Legislative Affairs",,
"STATE FAIR PARK BOARD","Recreation",,
"STANLEY, JOHN","Other",,
"SOBOTTA, ERNEST PAUL","Other",,
"SHETLER, HARRIET","Other",,
"SENTENCING COMMISSION","Crime",,
"SEFFERN, STUART","Other",,
"SEED","Agriculture and Food",,
"SECURITIES, DIVISION OF","Commerce",,
"SECURITIES - COMMISSIONER, OFFICE OF","Commerce",,
"SCHNEIDER, DONALD J.","Other",,
"SAWYER COUNTY","Municipal and County Issues",,
"RUUD, NIKKO","Other",,
"RODRIGUEZ, FRANCISCO","Other",,
"ROBINSON, SANDE","Other",,
"RICHLAND COUNTY","Municipal and County Issues",,
"RENDERING PLANT","Other",,
"REFUGEES","Other",,
"RACING","Recreation",,
"PUBLIC UTILITY - TAXATION","Public Services","Budget, Spending, and Taxes",
"PUBLIC LAND - SALE","Public Services",,
"PROBATE CODE AND COURT PROCEDURE","Crime",,
"PRICE COUNTY","Municipal and County Issues",,
"POULTRY","Agriculture and Food",,
"PARDON","Crime",,
"OZAUKEE COUNTY","Municipal and County Issues",,
"OSHKOSH, CITY OF","Municipal and County Issues",,
"OPICKA, DEAN","Other",,
"OLSON, RUSSELL A.","Other",,
"MYHRA, NORMAN L.","Other",,
"MUNICIPALITY - INCORPORATION","Municipal and County Issues",,
"MUELLER, NICKOLAS A.","Other",,
"MOTORCYCLE - TAXATION OR REGISTRATION","Transportation",,
"MOPED","Transportation",,
"MINE AND MINING","Commerce",,
"MILWAUKEE COUNTY  - CIRCUIT COURT","Municipal and County Issues","Judiciary",
"MILWAUKEE - SEWERAGE","Municipal and County Issues","Public Services",
"MILWAUKEE - POLICE","Municipal and County Issues","Public Services",
"MILLER, MARJORIE CALVINS LEEPER","Other",,
"MILLER, JIM","Other",,
"MIGRANT LABOR","Labor and Employment","Civil Liberties and Civil Rights",
"METZNER, CARROLL E.","Other",,
"METTNER, JOSEPH P.","Other",,
"MERKT, JOHN L.","Other",,
"MENOMINEE COUNTY","Municipal and County Issues",,
"MEMORIAL TO CONGRESS","Resolutions",,
"MEINERT, JACOB ALEXANDER","Other",,
"MCNEAL, JEREL","Other",,
"MCCANN, JAMES A.","Other",,
"MARQUETTE DENTAL SCHOOL","Health","Education",
"MARQUETTE COUNTY","Municipal and County Issues",,
"MARATHON COUNTY","Municipal and County Issues",,
"MANDERS-MANDLI, VERNA","Other",,
"LOWER WISCONSIN STATE RIVERWAY BOARD","Transportation",,
"LOISELLE, DEBBIE","Other",,
"LIE DETECTOR","Legal Issues",,
"LEOPOLD, ALDO","Other",,
"LEGISLATURE - EMPLOYMENT RELATIONS, JOINT COMMITTEE ON","Legislative Affairs","Labor and Employment",
"LEGISLATIVE TECHNOLOGY SERVICES BUREAU","Legislative Affairs","Technology and Communication",
"LEGAL AID","Legal Issues",,
"LAWTON, BARBARA","Other",,
"KUZEL, RUDY JOHN","Other",,
"KLECZKA, JEROME J.","Other",,
"KIEL, CITY OF","Municipal and County Issues",,
"KENNEDY, SEN. EDWARD MOORE","Other",,
"KELLNER, MARY AND TED","Other",,
"KAPPEL, JONATHAN","Other",,
"KACZYNSKI, LECH","Other",,
"JUNKYARD","Other",,
"JUNEAU COUNTY","Municipal and County Issues",,
"JUDICIAL COUNCIL","Judiciary",,
"JOHNSON, JAY W.","Other",,
"JACKSON COUNTY","Municipal and County Issues",,
"IRELAND, WALTER J.","Other",,
"IOWA COUNTY","Municipal and County Issues",,
"INTERSTATE COMMERCE","Commerce","Federal, State, and Local Relations",
"INFLATION","Commerce",,
"HOUGHTON, RALPH","Other",,
"HOMESTEAD CREDIT","Housing and Property",,
"HOARD, WILLIAM D.","Other",,
"HASSETT, PAUL E.","Other",,
"HARPOLE, REUBEN K., JR.","Other",,
"HARBOR","Transportation",,
"HAMILTON, VELMA FERN BELL","Other",,
"HAASE, ROBERT D.","Other",,
"GREEN COUNTY","Municipal and County Issues",,
"GOVERNOR - CABINET","Executive Branch",,
"GOODMAN, ROBERT D.","Other",,
"GOOD SAMARITAN","Other",,
"GARRITY, MICHAEL S.","Other",,
"GARNISHMENT","Other",,
"FUR FARM","Animal Rights and Wildlife Issues",,
"FOND DU LAC, CITY OF","Municipal and County Issues",,
"FLOOD PLAIN ZONING","Environmental",,
"FIREWORKS","Recreation",,
"FENCES","Other",,
"FARMER","Agriculture and Food",,
"EXECUTIVE OFFICE","Executive Branch",,
"ENVIRONMENTAL EDUCATION BOARD","Environmental","Education",
"ENGLISH LANGUAGE","Education",,
"ELLIS, KRYSTAL","Other",,
"ELECTRICIAN","Other",,
"EDUCATIONAL SERVICE AGENCY, COOPERATIVE","Education",,
"DYKE, DON","Other",,
"DATA PROCESSING - PRIVACY ISSUES","Legal Issues",,
"CRAWFORD COUNTY","Municipal and County Issues",,
"COUNTY - HIGHWAY DEPARTMENT","Transportation","Municipal and County Issues",
"CORONER","Other",,
"CORNELL, REV. ROBERT J.","Other",,
"CONSTITUTION, WISCONSIN","Legislative Affairs",,
"CONSERVATION CONGRESS","Other",,
"COMMUNISM","Other",,
"CLARK COUNTY","Municipal and County Issues",,
"CIVIL RIGHT","Civil Liberties and Civil Rights",,
"CIGARETTE","Other",,
"CERTIFIED PUBLIC ACCOUNTANT","Business and Consumers",,
"CATS","Animal Rights and Wildlife Issues",,
"BURMASTER, ELIZABETH","Other",,
"BUECHEL, ALLEN J.","Other",,
"BONDS - COUNTY","Commerce","Municipal and County Issues",
"BOAT - TAXATION OR REGISTRATION","Transportation",,
"BINGO","Recreation",,
"BESSLER, ERWIN","Other",,
"BENEVOLENT ASSOCIATION","Other",,
"BARRETT, TOM","Other",,
"BANKRUPTCY","Business and Consumers",,
"BANK - LOANS","Commerce",,
"BANK","Commerce",,
"AMBROSE, STEPHEN","Other",,
"ALSWAGER, JESSE T.","Other",,
"ALLY, AKBAR","Other",,
"ADMINISTRATIVE PROCEDURE","Other",,
"ADAMS, RYAN C.","Other",,
Holidays and special dates,Resolutions,,,,
Employment,Labor and Employment,,,,
"Revenue, Department of","Budget, Spending and Taxes",Commerce,State Agencies,,
Crime and criminals,Crime,Judiciary,,,
Police,Crime,Legal Issues,Public Services,Military,
"Children and Families, Department of",Family and Children Issues,State Agencies,,,
Data processing,Technology and Communication,Public Services,Other,,
State agencies,State Agencies,,,,
Drugs,Drugs,,,,
Sex crimes,Crime,Family and Children Issues,Legal Issues,,
Property tax,Housing and Property,"Budget, Spending and Taxes",,,
"Commerce, Department of",Commerce,State Agencies,,,
"Agriculture, Trade and Consumer Protection, Department of",Agriculture and Food,Trade,Business and Consumers,State Agencies,
Municipality,Municipal and County Issues,"Federal, State and Local Relations",,,
Medical service,Health,Public Services,,,
Housing,Housing and Property,,,,
Circuit court,Judiciary,Legal Issues,State Agencies,,
Damage (personal injury),Legal Issues,Insurance,Civil Liberties and Civil Rights,,
Industrial development,Municipal and County Issues,Technology and Communication,,,
Parochial and private educational institutions,Education,,,,
Contracts,Legal Issues,,,,
Trades and occupations,Labor and Employment,,,,
Income tax  Credit,"Budget, Spending and Taxes",,,,
Day care,Education,Family and Children Issues,,,
"Public Instruction, Department of",Education,Public Services,State Agencies,,
Road,Transportation,Municipal and County Issues,,,
Family,Family and Children Issues,Reproductive Issues,,,
School,Education,,,,
Collective bargaining,Labor and Employment,Legal Issues,,,
Children,Family and Children Issues,Reproductive Issues,,,
Business,Commerce,Business and Consumers,,,
Women,Civil Liberties and Civil Rights,Sexual Orientation and Gender Issues,,,
Government Accountability Board,Government Reform,"Federal, State and Local Relations",Legislative Affairs,State Agencies,
Firearms and dangerous weapons,Guns,,,,
Technical college,Education,Labor and Employment,,,
Forfeiture,Legal Issues,Housing and Property,,,
Sentences and penalties,Crime,,,,
Medical assistance,Health,,,,
Governor,Executive Branch,"Federal, State and Local Relations",,,
Public Service Commission,Public Services,State Agencies,,,
Crime and criminals  Felony,Crime,,,,
Public employee,Labor and Employment,Public Services,State Agencies,,
Physician,Health,Family and Children Issues,,,
Persons with disabilities,Health,Civil Liberties and Civil Rights,,,
"Legislature — Tax Exemptions, Joint Survey Committee on","Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
Court — Procedure,Legal Issues,Judiciary,,,
"Corrections, Department of",Crime,State Agencies,,,
Franchise  Taxation,"Budget, Spending and Taxes",Business and Consumers,Commerce,,
Administrative rules,Legal Issues,Legislative Affairs,,,
Sales,Commerce,Business and Consumers,"Budget, Spending and Taxes",,
Corporation — Taxation,Business and Consumers,Commerce,"Budget, Spending and Taxes",,
Veteran,Military,Health,Social Issues,,
Prison,Crime,,,,
Nursing homes and adult care,Health,Senior Issues,,,
Public employee  Labor union,Labor and Employment,Legal Issues,,,
Milwaukee County,Municipal and County Issues,,,,
Insurance  Health,Insurance,Health,,,
Energy conservation,Energy,Environmental,,,
"Workforce Development, Department of",Labor and Employment,State Agencies,,,
"Special session, 2011 — September",Legislative Affairs,,,,
"Natural Resources, Department of — Environmental protection",Environmental,State Agencies,,,
Governor — Legislation by request of,Executive Branch,Legislative Affairs,Government Reform,State Agencies,
Disease,Health,Science and Medical Research,,,
"Organization, Miscellaneous",Legislative Affairs,State Agencies,,,
Identification cards,Campaign Finance and Election Issues,Civil Liberties and Civil Rights,,,
Federal aid,"Federal, State and Local Relations",,,,
Court  Procedure,Crime,Judiciary,,,
Municipality — Ordinance,Municipal and County Issues,Legal Issues,,,
Drunken driving,Drugs,Transportation,Crime,,
School  Board,Education,State Agencies,,,
Privacy,Civil Liberties and Civil Rights,,,,
Juvenile court,Crime,Judiciary,Family and Children Issues,,
Discrimination in employment,Labor and Employment,Civil Liberties and Civil Rights,Social Issues,,
Maternal and infant care,Family and Children Issues,Health,,,
"Health Services, Department of  Health",Health,Science and Medical Research,State Agencies,,
Court,Judiciary,State Agencies,,,
Corporation  Taxation,"Budget, Spending and Taxes",Business and Consumers,Commerce,,
Youth,Family and Children Issues,,,,
Legislature — Member,Legislative Affairs,,,,
"Legislature  Criminal Penalties, Joint Review Committee on",Crime,Legal Issues,State Agencies,,
Children  Protection and services,Family and Children Issues,Public Services,Judiciary,State Agencies,
Waterways and water power,Transportation,Energy,Environmental,,
State Superintendent of Public Instruction,Education,State Agencies,,,
"Legislature  Tax Exemptions, Joint Survey Committee on","Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
"Justice, Department of",Judiciary,State Agencies,,,
Crime and criminals — Felony,Crime,Judiciary,,,
Corporation,Business and Consumers,Commerce,Trade,,
Telephone,Technology and Communication,Municipal and County Issues,,,
Motor vehicle  Regulation,Transportation,Legal Issues,,,
County,Municipal and County Issues,,,,
Reports,Legal Issues,,,,
Income tax — Credit,"Budget, Spending and Taxes",,,,
Hospitals,Health,Science and Medical Research,,,
Building,Municipal and County Issues,Other,,,
Supreme Court,Judiciary,"Federal, State and Local Relations",,,
Legislature — Procedure,Legislative Affairs,State Agencies,,,
Indians and tribal issues,Indigenous Peoples,Civil Liberties and Civil Rights,Social Issues,,
"Economic Development Corporation, Wisconsin","Budget, Spending and Taxes",Business and Consumers,Commerce,State Agencies,
County  Human services,Municipal and County Issues,Public Services,,,
Cooperative associations,Social Issues,,,,
Constitutional amendments — First consideration,"Federal, State and Local Relations",Government Reform,,,
Trade practice,Trade,,,,
Recreation vehicle,Recreation,Transportation,Housing and Property,,
Parole or probation,Crime,Judiciary,,,
Legislature,Legislative Affairs,Government Reform,,,
Environmental protection,Environmental,,,,
Constitutional amendments  First consideration,"Federal, State and Local Relations",Government Reform,,,
"Veterans Affairs, Department of",Military,State Agencies,,,
Technical College System Board,Education,State Agencies,,,
Public assistance,Public Services,State Agencies,,,
Mortgage,Housing and Property,"Budget, Spending and Taxes",,,
Legislature  Procedure,Legislative Affairs,Government Reform,,,
Voting,Campaign Finance and Election Issues,,,,
Recreation,Recreation,,,,
"Purchasing, Government","Budget, Spending and Taxes","Federal, State and Local Relations",Government Reform,,
Municipality  Ordinance,Municipal and County Issues,Legal Issues,,,
Motor vehicle  Driver's license,Transportation,Legal Issues,,,
Motor vehicle,Transportation,,,,
Mercantile establishment,Business and Consumers,Commerce,,,
Income tax,"Budget, Spending and Taxes","Federal, State and Local Relations",,,
Budget bills and process,"Budget, Spending and Taxes",Legislative Affairs,"Federal, State and Local Relations",,
"Transportation, Department of — Vehicles",Transportation,State Agencies,,,
Motor vehicle  Taxation or registration,Transportation,"Budget, Spending and Taxes",State Agencies,,
Implied consent or alcohol concentration,Drugs,Legal Issues,,,
Forestry,Animal Rights and Wildlife Issues,Environmental,,,
Fire department,Public Services,State Agencies,,,
"Extraordinary session, 2010  December",Legislative Affairs,,,,
Bus and truck — Taxation or registration,Transportation,"Budget, Spending and Taxes",Legal Issues,,
Village,Municipal and County Issues,,,,
"Transportation, Department of  Vehicles",Transportation,State Agencies,,,
School  Branches of instruction,Education,,,,
"Regulation and Licensing, Department of",Legal Issues,State Agencies,,,
"Natural Resources, Department of  Environmental protection",Environmental,Animal Rights and Wildlife Issues,State Agencies,,
"Legislature — Criminal Penalties, Joint Review Committee on",Crime,Legislative Affairs,State Agencies,,
International relations,"Federal, State and Local Relations",Trade,,,
County — Ordinance,Municipal and County Issues,State Agencies,,,
Telecommunications,Technology and Communication,,,,
Teacher,Education,Labor and Employment,,,
Real property,Housing and Property,,,,
Military personnel,Military,,,,
Landlord and tenant,Housing and Property,Legal Issues,,,
"Health Services, Department of — Health",Health,State Agencies,,,
District attorney,Legal Issues,State Agencies,,,
Criminal identification and investigation,Crime,,,,
University of Wisconsin,Education,,,,
Unemployment insurance,Labor and Employment,Welfare and Poverty,Insurance,,
"Transportation, Department of  Roads",Transportation,Municipal and County Issues,State Agencies,,
Street,Municipal and County Issues,,,,
Public works,Municipal and County Issues,Public Services,,,
Public safety,Public Services,Military,,,
Metropolitan transportation,Municipal and County Issues,Public Services,Other,,
Children  Abuse and neglect,Family and Children Issues,Legal Issues,Social Issues,,
Appropriation,"Budget, Spending and Taxes",Legislative Affairs,,,
Statutes  Revision,Legislative Affairs,Government Reform,"Federal, State and Local Relations",,
Public utility,Municipal and County Issues,Public Services,,,
National Guard,Military,,,,
Insurance — Health,Insurance,Health,,,
Claims,Legal Issues,Judiciary,,,
Television,Technology and Communication,Recreation,Business and Consumers,,
School — Board,Education,State Agencies,,,
"Retirement System, Wisconsin",Senior Issues,Insurance,,,
Referendum,Government Reform,Legislative Affairs,Executive Branch,,
Nurses,Health,Science and Medical Research,Labor and Employment,,
"Financial Institutions, Department of","Budget, Spending and Taxes",Commerce,State Agencies,,
Wisconsin Works,Public Services,Municipal and County Issues,State Agencies,,
Scholarships and loans,Education,"Budget, Spending and Taxes",,,
Interstate relations,"Federal, State and Local Relations",,,,
Evidence,Crime,Judiciary,,,
Electric utility,Municipal and County Issues,Public Services,,,
Consumer protection,Business and Consumers,Commerce,Legal Issues,,
Alcohol beverage  Regulation,Drugs,Legal Issues,,,
"Special session, 2011 — January",Legislative Affairs,,,,
Solid waste management,Municipal and County Issues,Public Services,State Agencies,,
Public officers,Public Services,Labor and Employment,State Agencies,,
Milwaukee  School,Education,Municipal and County Issues,,,
Livestock and meat,Agriculture and Food,,,,
Guardian and ward,Other,,,,
Financial institution,"Budget, Spending and Taxes",,,,
Death,Family and Children Issues,Insurance,,,
"Administration, Department of — Budget and fiscal issues","Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
"Transportation, Department of — Roads",Transportation,Municipal and County Issues,State Agencies,,
Senior citizen,Senior Issues,Public Services,,,
Motor vehicle — Driver's license,Transportation,Legal Issues,,,
Legislature  Member,Legislative Affairs,Labor and Employment,State Agencies,,
Juvenile delinquency,Crime,Family and Children Issues,Legal Issues,,
Judge,Judiciary,Crime,Legal Issues,,
Fines,Legal Issues,"Budget, Spending and Taxes",State Agencies,,
Federal-state relations,"Federal, State and Local Relations",,,,
Farm and farming,Agriculture and Food,,,,
"Building Commission, State",Housing and Property,State Agencies,,,
Town,Municipal and County Issues,,,,
"Natural Resources, Department of — Hunting and fishing",Animal Rights and Wildlife Issues,Environmental,Agriculture and Food,State Agencies,
"Medical practice, Group",Science and Medical Research,Health,,,
"Insurance  Commissioner, Office of",Insurance,"Budget, Spending and Taxes",State Agencies,,
Fraud,Legal Issues,"Budget, Spending and Taxes",,,
Boat,Transportation,,,,
Snowmobile,Transportation,,,,
School — Health program,Education,Health,Science and Medical Research,,
Poor,Welfare and Poverty,,,,
Lakes,Environmental,Animal Rights and Wildlife Issues,,,
"Safety and Professional Services, Department of",Public Services,Military,State Agencies,,
Religious societies,Social Issues,,,,
Personal property,Housing and Property,Legal Issues,,,
"Legislature — Finance, Joint Committee on","Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
Bus and truck,Transportation,,,,
Athletics,Recreation,Education,,,
Alcohol beverage — Regulation,Drugs,Social Issues,State Agencies,,
"Administration, Department of  Agency and general functions","Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
Sheriff,Military,State Agencies,,,
Public health,Health,Public Services,,,
Public building,Municipal and County Issues,Public Services,,,
Motor vehicle — Regulation,Transportation,State Agencies,,,
Mental health,Health,,,,
Jail,Crime,Judiciary,,,
Income tax  Deduction,"Budget, Spending and Taxes",Legislative Affairs,State Agencies,,
