"ENGINEERING","Other",,,
"EDUCATION OVERSIGHT COMM.","Education",,,
"DROPOUT PREVENTION COMM.","Education",,,
"CONSUMER CREDIT","Business and Consumers",,,
"COASTAL RESOURCES COMN.","Environmental",,,
"CANCER","Health",,,
"BURKE COUNTY","Municipal and County Issues",,,
"BIOTECHNOLOGY CENTER","Technology and Communication",,,
"WITNESSES","Crime",,,
"WILKES COUNTY","Municipal and County Issues",,,
"WEATHER","Environmental",,,
"WARREN COUNTY","Municipal and County Issues",,,
"TRANSPORTATION OVERSIGHT COMM.","Transportation",,,
"TITLES","Legal Issues",,,
"TAXES, LICENSE","Budget, Spending, and Taxes",,,
"TAX DISTRICTS","Budget, Spending, and Taxes",,,
"STOKES COUNTY","Municipal and County Issues",,,
"SOCIAL WORKERS","Social Issues",,,
"SEN. DICKSON",,,,
"SAFETY EQUIPMENT","Other",,,
"REP. SAMUELSON",,,,
"REP. AVILA",,,,
"RELIGION","Social Issues",,,
"RECREATION & LEISURE","Recreation",,,
"PUBLIC TELECOMMUNICATIONS AGENCY","Technology and Communication",,,
"PESTS","Agriculture and Food",,,
"MHDDSAS COMN.","Health","Drugs",,
"JURIES","Judiciary",,,
"INVESTIGATIONS","Other",,,
"INSURANCE, UNEMPLOYMENT","Insurance",,,
"INSTITUTIONALIZED PERSONS","Health",,,
"INSTITUTE OF MEDICINE","Health",,,
"HUMAN BLOOD & ORGANS","Health",,,
"GRANVILLE COUNTY","Municipal and County Issues",,,
"GASTON COUNTY","Municipal and County Issues",,,
"FURNITURE","Housing and Property",,,
"ELECTIONS BOARDS","Campaign Finance and Election Issues",,,
"DRUG TESTING","Drugs",,,
"COLUMBUS COUNTY","Municipal and County Issues",,,
"CJE & TRAINING STANDARDS COMN.","Other",,,
"CITY MANAGERS","Municipal and County Issues",,,
"CARTERET COUNTY","Municipal and County Issues",,,
"BLADEN COUNTY","Municipal and County Issues",,,
"BEAUFORT COUNTY","Municipal and County Issues",,,
"AVERY COUNTY","Municipal and County Issues",,,
"AGRICULTURAL WASTE","Agriculture and Food",,,
"ADOPTION","Family and Children Issues",,,
"YADKIN RIVER","Environmental",,,
"WASHINGTON COUNTY","Municipal and County Issues",,,
"VETERINARY MEDICINE","Animal Rights and Wildlife Issues","Health",,
"TOWING","Transportation",,,
"THEFT","Crime",,,
"TAX DISTRIBUTION","Budget, Spending, and Taxes",,,
"SWAIN COUNTY","Municipal and County Issues",,,
"STATE HEALTH PLAN BOARD","Health",,,
"ROCKINGHAM COUNTY","Municipal and County Issues",,,
"REP. STILLER",,,,
"REP. STARNES",,,,
"REP. SETZER",,,,
"REP. BLACKWOOD",,,,
"REMOTE LEARNING","Education",,,
"RAPE","Crime",,,
"POWER OF ATTORNEY","Legal Issues",,,
"POLK COUNTY","Municipal and County Issues",,,
"POLITICAL PARTIES","Campaign Finance and Election Issues",,,
"NORTHEAST COMN.","Other",,,
"NASH COUNTY","Municipal and County Issues",,,
"MEDICAL RECORDS","Health",,,
"LOTTERY COMN.","Gambling and Gaming",,,
"JOHNSTON COUNTY","Municipal and County Issues",,,
"INFANT MORTALITY","Family and Children Issues",,,
"INCOMPETENTS","Other",,,
"HICKORY","Municipal and County Issues",,,
"HERTFORD COUNTY","Municipal and County Issues",,,
"DOMESTIC VIOLENCE COMN.","Crime","Family and Children Issues",,
"DEBT/LOCAL GOVERNMENT","Budget, Spending, and Taxes","Municipal and County Issues",,
"CULLOWHEE","Municipal and County Issues",,,
"CLEAN WATER TRUST FUND BOARD","Public Services",,,
"CHILD CARE COMN.","Family and Children Issues",,,
"CALDWELL COUNTY","Municipal and County Issues",,,
"ALTERNATIVE EDUCATION","Education",,,
"ADOPTED","Family and Children Issues",,,
"YANCEY COUNTY","Municipal and County Issues",,,
"WESTERN REGIONAL ECONOMIC DEVELOPMENT COMN.","Other",,,
"WATER INFRASTRUCTURE FUND","Environmental","Public Services",,
"TYRRELL COUNTY","Municipal and County Issues",,,
"TEXTILES","Other",,,
"SPEED LIMIT","Transportation",,,
"SOUTHEASTERN REGIONAL ECONOMIC DEVELOPMENT COMN.","Other",,,
"SMUGGLING","Crime",,,
"SBI","Crime",,,
"REP. MCELRAFT",,,,
"REP. DAUGHTRY",,,,
"REDISTRICTING","Campaign Finance and Election Issues",,,
"PROGRAM EVALUATION COMM.","Other",,,
"ORGAN DONATIONS","Health",,,
"MUSEUM OF ART BOARD","Arts and Humanities",,,
"MOORE COUNTY","Municipal and County Issues",,,
"MILITARY BASES","Military",,,
"LAWS NAMED FOR PEOPLE","Legislative Affairs",,,
"LANDLORD & TENANT","Housing and Property",,,
"INTERNATIONAL TRADE","Trade",,,
"INTELLECTUAL PROPERTY","Legal Issues",,,
"INDUSTRIAL EQUIPMENT","Other",,,
"HEALTH INSURANCE POOL BOARD","Health","Insurance",,
"GREENE COUNTY","Municipal and County Issues",,,
"GEOGRAPHIC INFORMATION COUNCIL","Other",,,
"GENERAL STATUTES COMN.","Other",,,
"FLAGS","Other",,,
"ENERGY POLICY COUNCIL","Energy",,,
"ECONOMIC INVESTMENT COMM.","Commerce",,,
"EASTERN REGION DEVELOPMENT COMN.","Other",,,
"COST-OF-LIVING","Social Issues",,,
"COMPACTS","Other",,,
"CARRBORO","Municipal and County Issues",,,
"BRIDGES","Trade",,,
"BREVARD","Municipal and County Issues",,,
"ALLEGHANY COUNTY","Municipal and County Issues",,,
"AIRCRAFT","Transportation",,,
"AGRICULTURAL FINANCE AUTHORITY","Agriculture and Food",,,
"VICTIMS RIGHTS","Legal Issues",,,
"TEACHING ADVANCEMENT BOARD","Education",,,
"TAXES, FRANCHISE","Budget, Spending, and Taxes",,,
"TAX WITHHOLDING","Budget, Spending, and Taxes",,,
"TAX RETURNS","Budget, Spending, and Taxes",,,
"SURRY COUNTY","Municipal and County Issues",,,
"STATE SYMBOLS","Other",,,
"SHERIFF'S TRAINING COMN.","Public Services","Crime",,
"SECURITY SERVICES","Other",,,
"RICHMOND COUNTY","Municipal and County Issues",,,
"RESEARCH TRIANGLE REGIONAL COMN.","Other",,,
"REP. PARFITT",,,,
"REAL ESTATE COMN.","Housing and Property",,,
"RACING","Recreation",,,
"PUBLIC CAMPAIGN FUND","Campaign Finance and Election Issues",,,
"PIEDMONT TRIAD PARTNERSHIP","Other",,,
"PASQUOTANK COUNTY","Municipal and County Issues",,,
"NATIONAL ELECTIONS","Campaign Finance and Election Issues",,,
"MONUMENTS & MEMORIALS","Other",,,
"MASS TRANSIT","Transportation",,,
"MADISON COUNTY","Municipal and County Issues",,,
"JAILS","Crime",,,
"INTEREST","Commerce",,,
"INDUSTRIAL COMN.","Commerce",,,
"INCUBATORS","Agriculture and Food",,,
"HORTICULTURE","Agriculture and Food",,,
"HOKE COUNTY","Municipal and County Issues",,,
"HISTORIC PRESERVATION","Arts and Humanities",,,
"GROUP HOMES","Health",,,
"GREEN CREEK","Municipal and County Issues",,,
"FIRE DISTRICTS","Public Services",,,
"EMPLOYMENT SAFETY COMN.","Labor and Employment",,,
"EMERGENCY EQUIPMENT","Other",,,
"EDUCATIONAL TESTING","Education",,,
"EDGECOMBE COUNTY","Municipal and County Issues",,,
"DEATH BENEFITS","Labor and Employment",,,
"DAIRY PRODUCTS","Agriculture and Food",,,
"CLOTHING","Other",,,
"CITIZENSHIP","Legal Issues","Immigration",,
"CHOWAN COUNTY","Municipal and County Issues",,,
"CAROLINAS PARTNERSHIP, INC.","Commerce",,,
"ASHE COUNTY","Municipal and County Issues",,,
"AGRICULTURE BOARD","Agriculture and Food",,,
"ZOO FUNDING STUDY COMM.","Other",,,
"WOMENS COUNCIL","Sexual Orientation and Gender Issues",,,
"WILLS","Legal Issues",,,
"WATER INFRASTRUCTURE STUDY COMN.","Public Services",,,
"VOTER-OWNED ELECTIONS FUND","Campaign Finance and Election Issues",,,
"VOTER REGISTRATION","Campaign Finance and Election Issues",,,
"UTILITY REVIEW COMM.","Public Services",,,
"SURVEYS","Other",,,
"STATE PERSONNEL COMN.","Labor and Employment",,,
"SPEECH PATHOLOGISTS & AUDIOLOGISTS","Health",,,
"SOIL SCIENTISTS","Environmental",,,
"SOCIAL SERVICES COMN.","Social Issues",,,
"SCOTLAND COUNTY","Municipal and County Issues",,,
"SANITATION","Public Services","Health",,
"SAMPSON COUNTY","Municipal and County Issues",,,
"RULES, HOUSE & SENATE","Legislative Affairs",,,
"RESPITE CARE","Health",,,
"REP. INGLE",,,,
"PRISON LABOR","Crime",,,
"PEMBROKE","Municipal and County Issues",,,
"PARKS & RECREATION AUTHORITY","Recreation",,,
"ON-SITE WASTEWATER CONTRACTORS BD.","Public Services",,,
"NOTARY PUBLIC","Legal Issues",,,
"MEDICARE","Health",,,
"MCDOWELL COUNTY","Municipal and County Issues",,,
"MANUFACTURED HOMES","Housing and Property",,,
"LENOIR COUNTY","Municipal and County Issues",,,
"JUVENILE INSTITUTIONS","Family and Children Issues","Crime",,
"INTERPRETERS","Other",,,
"INDIAN AFFAIRS COMN.","Indigenous Peoples",,,
"HOUSING TRUST FUND","Housing and Property",,,
"HEALTH CARE OVERSIGHT COMM.","Health",,,
"GLOBAL TRANSPARK AUTHORITY","Commerce",,,
"GATES COUNTY","Municipal and County Issues",,,
"GARNISHMENT","Labor and Employment",,,
"FRANKLIN COUNTY","Municipal and County Issues",,,
"FRANCHISES","Business and Consumers",,,
"FISCAL RESEARCH DIVISION","Commerce",,,
"FESTIVALS","Recreation",,,
"FARMLAND PRESERVATION FUND COMM.","Agriculture and Food",,,
"FAMILY PLANNING","Family and Children Issues","Reproductive Issues",,
"ESL","Education",,,
"ELECTRONIC & OTHER MEDIA","Technology and Communication",,,
"DENTISTS","Health",,,
"CURRITUCK COUNTY","Municipal and County Issues",,,
"CONSTITUTION, US","Legislative Affairs",,,
"COMMUNITY DEVELOPMENT","Other",,,
"CHARITABLE DONATIONS","Other",,,
"BURLINGTON","Municipal and County Issues",,,
"BIOFUELS CENTER","Energy",,,
"BICYCLES","Transportation",,,
"BARBERS & COSMETOLOGISTS","Other",,,
"APPRAISAL BOARD","Other",,,
"ANSON COUNTY","Municipal and County Issues",,,
"ALARM SYSTEMS","Other",,,
"AHOSKIE","Municipal and County Issues",,,
"AGRICULTURAL EQUIPMENT","Agriculture and Food",,,
"ADAP","Health",,,
"WINTERVILLE","Municipal and County Issues",,,
"WILSON COUNTY","Municipal and County Issues",,,
"VISITATION RIGHTS","Family and Children Issues",,,
"VANCE COUNTY","Municipal and County Issues",,,
"TIMBER","Environmental",,,
"TAXES, ESTATE","Budget, Spending, and Taxes",,,
"STORAGE SYSTEMS","Other",,,
"STATE WATER INFRASTRUCTURE COMN.","Public Services",,,
"SPAYING & NEUTERING","Animal Rights and Wildlife Issues",,,
"SOIL SCIENTISTS LICENSING BD.","Environmental",,,
"SHELBY","Municipal and County Issues",,,
"SENTENCING ADVISORY COMN.","Crime","Judiciary",,
"SEN. BLAKE",,,,
"SECURITIES","Commerce",,,
"ROCKY MOUNT","Municipal and County Issues",,,
"REP. ILER",,,,
"REP. GRADY",,,,
"REP. BOLES",,,,
"PROPRIETARY SCHOOLS","Education",,,
"PRIVATE PROTECTIVE SERVICES BD.","Other",,,
"PRESERVATION OF BIOLOGICAL EVIDENCE COMM.","Crime",,,
"PHARMACISTS","Health",,,
"PERQUIMANS COUNTY","Municipal and County Issues",,,
"ORGANIZED CRIME","Crime",,,
"OPTOMETRY","Health",,,
"NORTHAMPTON COUNTY","Municipal and County Issues",,,
"NEW BERN","Municipal and County Issues",,,
"MIDLAND","Municipal and County Issues",,,
"MEDICAL EXAMINERS","Health",,,
"MARTIN COUNTY","Municipal and County Issues",,,
"MANAGED CARE","Health",,,
"INSURANCE, GUARANTY","Insurance",,,
"INSURANCE GUARANTY ASSOC.","Insurance",,,
"INSTITUTE OF GOVERNMENT","Government Reform",,,
"HYDE COUNTY","Municipal and County Issues",,,
"HUNTERSVILLE","Municipal and County Issues",,,
"HOME INSPECTOR BOARD","Housing and Property",,,
"HIGHLANDS","Municipal and County Issues",,,
"HENDERSONVILLE","Municipal and County Issues",,,
"HARNETT COUNTY","Municipal and County Issues",,,
"GOVERNOR'S CRIME COMN.","Crime",,,
"GOLDSBORO","Municipal and County Issues",,,
"GOLDEN L.E.A.F, INC.","Commerce","Social Issues",,
"GANGS","Crime",,,
"FUQUAY-VARINA","Municipal and County Issues",,,
"FOREST CITY","Municipal and County Issues",,,
"FIREWORKS","Legal Issues",,,
"EXPLOSIVES","Legal Issues",,,
"ELIZABETH CITY","Municipal and County Issues",,,
"EDNEYVILLE","Municipal and County Issues",,,
"EARLY CHILDHOOD EDUCATION CONSOLIDATION COMM.","Education",,,
"CPA EXAMINERS BOARD","Other",,,
"COSMETIC ART EXAMINERS BOARD","Other",,,
"CORONERS","Other",,,
"CODE OFFICIALS BOARD","Other",,,
"CHILDHOOD OBESITY TASK FORCE","Family and Children Issues","Health",,
"CHATHAM COUNTY","Municipal and County Issues",,,
"CERTIFICATES OF NEED","Other",,,
"CEMETERIES","Other",,,
"CASWELL COUNTY","Municipal and County Issues",,,
"BURGAW","Municipal and County Issues",,,
"BUILDING CODE COUNCIL","Housing and Property",,,
"ARTS COUNCIL","Arts and Humanities",,,
"AQUACULTURE","Environmental",,,
"AMBULANCES","Public Services",,,
"ACCOUNTANTS","Commerce",,,
"WILLIAMSTON","Municipal and County Issues",,,
"WELL CONTRACTORS COMN.","Other",,,
"WARRENTON","Municipal and County Issues",,,
"WAKE FOREST","Municipal and County Issues",,,
"VETERINARIANS","Animal Rights and Wildlife Issues","Health",,
"TSERS BOARD","State Agencies","Senior Issues","Labor and Employment","Education"
"TRAILERS","Transportation",,,
"TAXES, FUEL","Budget, Spending, and Taxes","Energy",,
"SUSTAINABLE COMMUNITIES TASK FORCE","Other",,,
"STATE HEALTH DIRECTOR","Health",,,
"STATE BUILDING COMN.","State Agencies",,,
"SPORTS INJURIES TASK FORCE","Recreation","Health",,
"SENTENCING & PRISON OVERCROWDING COMM.","Crime",,,
"SEDIMENTATION CONTROL COMN.","Environmental",,,
"SEAFOOD PARK AUTHORITY","Agriculture and Food",,,
"SALISBURY","Municipal and County Issues",,,
"ROANOKE RIVER","Environmental",,,
"RESTRAINING DEVICES","Other",,,
"REP. LANGDON",,,,
"REGISTER","Other",,,
"REDISTRICTING COMN.","Campaign Finance and Election Issues",,,
"RECALL","Business and Consumers",,,
"RABIES","Health",,,
"PSYCHOLOGY","Health",,,
"PRECIOUS METALS","Commerce",,,
"POVERTY REDUCTION COMN.","Welfare and Poverty",,,
"PORTS AUTHORITY","Commerce",,,
"PHYSICAL THERAPY","Health",,,
"PHOTOGRAPHY","Other",,,
"PAWNBROKERS","Commerce",,,
"PARKS & RECREATION TRUST FUND","Recreation",,,
"PAMLICO RIVER","Environmental",,,
"PACS","Campaign Finance and Election Issues",,,
"OATHS","Legal Issues",,,
"OAK ISLAND","Municipal and County Issues",,,
"NURSING BOARD","Health",,,
"NATURAL HERITAGE TRUST FUND","Arts and Humanities",,,
"MOUNTAIN RESOURCES COMN.","Environmental",,,
"MONROE","Municipal and County Issues",,,
"MINIMUM WAGE","Labor and Employment",,,
"MIDWIFERY","Health",,,
"MATTHEWS","Municipal and County Issues",,,
"LINCOLN COUNTY","Municipal and County Issues",,,
"LEGISLATIVE SERVICES COMN.","Legislative Affairs",,,
"KINGS MOUNTAIN","Municipal and County Issues",,,
"IRRIGATION CONTRACTORS BOARD","Agriculture and Food",,,
"INVESTMENT AUTHORITY STUDY COMN.","Commerce",,,
"INSURANCE, LONG-TERM CARE","Insurance",,,
"INCORPORATION","Municipal and County Issues",,,
"HOME HEALTH CARE","Health","Senior Issues",,
"HOLLY SPRINGS","Municipal and County Issues",,,
"HOLIDAYS","Resolutions",,,
"HEARING AID DEALERS BOARD","Health",,,
"HEALTH BOARDS","Health",,,
"GRANDPARENTS","Family and Children Issues",,,
"FREMONT","Municipal and County Issues",,,
"FILM COUNCIL","Other",,,
"FARMERS MARKETS","Agriculture and Food",,,
"EMPLOYEE MEDICAL BENEFITS COMM.","Health","Labor and Employment",,
"DENTAL BOARD","Health",,,
"CRIMINAL JUSTICE INFORMATION BD.","Crime",,,
"CORPORAL PUNISHMENT","Crime",,,
"CONCORD","Municipal and County Issues",,,
"CLINTON","Municipal and County Issues",,,
"CLIMATE CHANGE COMN.","Environmental",,,
"CLIMATE CHANGE ADVISORY COUNCIL","Environmental",,,
"CIVIL SERVICE BOARDS","Other",,,
"CHIROPRACTORS","Health",,,
"CHILDREN & YOUTH STUDY COMN.","Family and Children Issues",,,
"CENSUS","State Agencies",,,
"CEMETERY COMN.","Other",,,
"CATAWBA RIVER","Other",,,
"CAROLINA BEACH","Municipal and County Issues",,,
"BOATING","Transportation",,,
"BERTIE COUNTY","Municipal and County Issues",,,
"BERMUDA RUN","Municipal and County Issues",,,
"BATTLESHIP COMN.","Other",,,
"APEX","Municipal and County Issues",,,
"ALTERNATIVE MEDICINE","Health",,,
"ALEXANDER COUNTY","Municipal and County Issues",,,
"AGRICULTURE & FORESTRY COMN.","Agriculture and Food",,,
"ADJOURNMENT","Legislative Affairs",,,
"ZOO FUND","Other",,,
"YOW, SANDRA KAY","Other",,,
"YADKIN COUNTY","Municipal and County Issues",,,
"WOMEN FAMILIES & DOMESTIC VIOLENCE CENTER","Sexual Orientation and Gender Issues","Family and Children Issues",,
"WINE & GRAPE GROWERS COUNCIL","Agriculture and Food",,,
"WILKESBORO","Municipal and County Issues",,,
"WHITE LAKE","Municipal and County Issues",,,
"WENDELL","Municipal and County Issues",,,
"WELDON","Municipal and County Issues",,,
"VETO","Executive Branch",,,
"VETERANS AFFAIRS COMN.","Military",,,
"VENDING MACHINES","Business and Consumers",,,
"TRAVEL & TOURISM BOARD","Commerce",,,
"TRAUMATIC BRAIN INJURY COUNCIL","Health",,,
"TRANSPORTATION FUNDING STUDY COMN.","Transportation",,,
"TRANSPORTATION BOARD","Transportation",,,
"TOBACCO TRUST FUND","Other",,,
"TAYLOR, HOYT PATRICK, SR.","Other",,,
"TAYLOR, HOYT PATRICK, JR.","Other",,,
"TAXES, LAND TRANSFER","Budget, Spending, and Taxes",,,
"TAXES, INTANGIBLE","Budget, Spending, and Taxes",,,
"TAXES, HIGHWAY USE","Budget, Spending, and Taxes",,,
"TAR RIVER","Environmental",,,
"SWANSBORO","Municipal and County Issues",,,
"SUSTAINABLE FOOD POLICY COUNCIL","Agriculture and Food",,,
"STORAGE TANKS","Other",,,
"STATESVILLE","Municipal and County Issues",,,
"STATE VETERINARIAN","Animal Rights and Wildlife Issues","Health",,
"STATE HEALTH PLAN TASK FORCE","Health",,,
"STANFIELD","Municipal and County Issues",,,
"STALLINGS","Municipal and County Issues",,,
"SPEECH PATHOLOGIST & AUDIOLOGIST BOARD","Health",,,
"SOUTHPORT","Municipal and County Issues",,,
"SOUTHERN DAIRY COMPACT COMN.","Agriculture and Food",,,
"SOIL & WATER CONSERVATION COMN.","Environmental",,,
"SIGN LANGUAGE","Other",,,
"SEX EDUCATION","Reproductive Issues","Education",,
"SEAFOOD & AQUACULTURE COMN.","Agriculture and Food",,,
"SCHOLARSHIP CONSOLIDATION STUDY COMM.","Education",,,
"ROSMAN","Municipal and County Issues",,,
"ROCKINGHAM","Municipal and County Issues",,,
"ROANOKE RIVER BI-STATE COMN.","Other",,,
"ROANOKE RAPIDS","Municipal and County Issues",,,
"RETIREMENT & HEALTH BENEFITS COMN.","Senior Issues","Labor and Employment","Health",
"RESPIRATORY CARE BOARD","Health",,,
"REP. MILLS",,,,
"RED OAK","Municipal and County Issues",,,
"RANLO","Municipal and County Issues",,,
"RADIOACTIVE MATERIALS","Health",,,
"PUBLISHING","Other",,,
"PUBLIC LIBRARIES FUND","Arts and Humanities",,,
"PSYCHIATRY","Health",,,
"PROSECUTION SERVICES COMN.","Legal Issues",,,
"POLYSOMNOGRAPHY","Health",,,
"PLUMBING CONTRACTOR BOARD","Other",,,
"PIKEVILLE","Municipal and County Issues",,,
"PHYSICAL THERAPY BOARD","Health",,,
"PHARMACY BOARD","Health",,,
"PESTICIDE BOARD","Agriculture and Food","Health",,
"PERSON COUNTY","Municipal and County Issues",,,
"PERDUE, BEVERLY E.","Other",,,
"PAMLICO COUNTY","Municipal and County Issues",,,
"OXFORD","Municipal and County Issues",,,
"OSHA","Municipal and County Issues",,,
"OFFICE AUTOMATION","Other",,,
"OCCUPATIONAL THERAPY","Labor and Employment",,,
"OBSCENITY","Legal Issues",,,
"NORWOOD","Municipal and County Issues",,,
"NATUROPATHIC DOCTORS LICENSING BOARD","Health",,,
"MOUNT HOLLY","Military",,,
"MOU","Legal Issues",,,
"MORRISVILLE","Municipal and County Issues",,,
"MOCKSVILLE","Municipal and County Issues",,,
"MOBILITY FUND","Other",,,
"MINT HILL","Municipal and County Issues",,,
"MIGRANT WORKERS","Labor and Employment","Immigration",,
"MENTAL RETARDATION","Health",,,
"MCADENVILLE","Municipal and County Issues",,,
"MASSAGE THERAPY","Health",,,
"MARVIN","Municipal and County Issues",,,
"MARSHVILLE","Municipal and County Issues",,,
"MARRIAGE & FAMILY THERAPY BOARD","Family and Children Issues",,,
"MANUFACTURED HOUSING BOARD","Housing and Property",,,
"LUCAS, JACKLYN HAROLD ""JACK""","Other",,,
"LRS","Judiciary",,,
"LOWELL","Municipal and County Issues",,,
"LOCKSMITHS","Other",,,
"LOCKSMITH LICENSING BOARD","Other",,,
"LITTERING","Environmental",,,
"LICENSED PROFESSIONAL COUNSELORS BOARD","Other",,,
"LICENSE TO GIVE TRUST FUND COMN.","Other",,,
"LIBEL","Legal Issues",,,
"LGERS BOARD","Senior Issues","Labor and Employment","State Agencies",
"LEGISLATIVE ETHICS COMM.","Legal Issues",,,
"LAUNDRIES","Other",,,
"LANDSCAPING","Environmental",,,
"LANDIS","Municipal and County Issues",,,
"LAKE LURE (TOWN)","Municipal and County Issues",,,
"LAKE JAMES","Environmental",,,
"KINNEY. THEODORE JAMES ""TED""","Other",,,
"KING","Other",,,
"JUVENILE JUSTICE TASK FORCE","Family and Children Issues","Crime",,
"JUVENILE CRIME COUNCILS","Family and Children Issues","Crime",,
"JUDICIAL COUNCIL","Judiciary",,,
"JOYNER, THOMAS GHIO ""SONNY BOY""","Other",,,
"JORDAN LAKE","Environmental",,,
"JOHNSON, JIMMIE","Other",,,
"JOBS COMN.","Labor and Employment",,,
"JACOBS, ROSCOE, SR.","Other",,,
"JACKSONVILLE","Municipal and County Issues",,,
"INVESTMENT ADVISORY COMM.","Commerce",,,
"INTERNSHIPS","Labor and Employment",,,
"INSURANCE, CASUALTY","Insurance",,,
"INNOCENCE INQUIRY COMN.","Legal Issues",,,
"INDIAN CULTURAL CENTER","Indigenous Peoples",,,
"HORSE COUNCIL","Animal Rights and Wildlife Issues",,,
"HOMELESS","Welfare and Poverty",,,
"HOLLY RIDGE","Municipal and County Issues",,,
"HIGHER EDUCATION BOND COMM.","Education",,,
"HIGH-SPEED INTERNET STUDY COMM.","Technology and Communication",,,
"HENSLEY, ROBERT J. ""BOB"", JR.","Other",,,
"HEART DISEASE TASK FORCE","Health",,,
"GRANDPARENTS VISITATION STUDY COMM.","Family and Children Issues",,,
"GRAHAM","Municipal and County Issues",,,
"GLOBAL CLIMATE CHANGE COMN.","Environmental",,,
"GEOLOGY","Environmental",,,
"GEOLOGISTS BOARD","Environmental",,,
"GENERAL CONTRACTORS BOARD","Other",,,
"GATESVILLE","Municipal and County Issues",,,
"GASOLINE SHORTAGES STUDY COMN.","Energy",,,
"FRANKLIN, JOHN HOPE","Other",,,
"FOSTER CARE TRANSITION STUDY COMN.","Family and Children Issues",,,
"FIRE & RESCUE COMN.","Public Services",,,
"FINANCIAL LITERACY COUNCIL","Commerce",,,
"FIDUCIARIES","Commerce",,,
"FERRIES","Transportation",,,
"FEDERAL TAX REFORM ALLOCATION COMMITTEE","Budget, Spending, and Taxes",,,
"FAMILY VIOLENCE STUDY COMM.","Family and Children Issues","Social Issues",,
"FAISON","Municipal and County Issues",,,
"EXHIBITIONS","Other",,,
"EX-OFFENDER REENTRY STUDY COMM.","Other",,,
"ETHICS COMM, LEGISLATIVE","Legislative Affairs",,,
"EQUINE INDUSTRY COMN.","Animal Rights and Wildlife Issues",,,
"ENGINEERS","Other",,,
"ELECTRONIC SIGNATURES","Other",,,
"ELECTRONIC COMMERCE","Commerce",,,
"ELECTRICAL CONTRACTORS BOARD","Other",,,
"ELECTIONS OVERSIGHT COMM.","Campaign Finance and Election Issues",,,
"ELECTED OFFICIALS COMPENSATION COMN.","Campaign Finance and Election Issues",,,
"EDENTON","Municipal and County Issues",,,
"EASTOVER","Municipal and County Issues",,,
"DIVERSITY IN PUBLIC SCHOOLS COMN.","Education",,,
"DISPUTE SETTLEMENT CENTERS","Social Issues",,,
"DISCIPLINARY HEARING COMN.","Other",,,
"DIETETICS/NUTRITION BOARD","Health",,,
"DENTON","Municipal and County Issues",,,
"DAVIDSON","Municipal and County Issues",,,
"CRIME VICTIMS COMPENSATION COMN.","Crime",,,
"CREDIT UNIONS","Commerce",,,
"CRAMERTON","Municipal and County Issues",,,
"COUNCILS OF GOVERNMENT","Other",,,
"CORNELIUS","Municipal and County Issues",,,
"COOLEEMEE","Municipal and County Issues",,,
"CONSUMER & FAMILY ADVISORY COMMS.","Business and Consumers","Family and Children Issues",,
"COMMUNITY MANAGERS LICENSURE BOARD","Other",,,
"COLUMBIA","Municipal and County Issues",,,
"CLAYTON","Municipal and County Issues",,,
"CHILDRENS HEALTH COMN.","Health",,,
"CHILD FATALITY TASK FORCE","Family and Children Issues","Health",,
"CATAWBA RIVER ADVISORY COMN.","Environmental",,,
"CASWELL BEACH","Environmental",,,
"CAPE FEAR RIVER","Environmental",,,
"CAMA","Municipal and County Issues",,,
"BROWN, WADE EDWARD","Other",,,
"BROWN, JOHN WALTER","Other",,,
"BROADBAND TASK FORCE","Technology and Communication",,,
"BOXING ADVISORY COMN.","Recreation",,,
"BONE, ROGER","Other",,,
"BOILING SPRING LAKES","Environmental",,,
"BLUE RIDGE PARKWAY","Transportation",,,
"BIOTECHNOLOGY SCHOOL BOARD","Education",,,
"BETHEL","Municipal and County Issues",,,
"BEAUFORT","Municipal and County Issues",,,
"BARBER EXAMINERS BOARD","Other",,,
"BANNER ELK","Municipal and County Issues",,,
"BANKING MODERNIZATION STUDY COMN.","Commerce",,,
"BADIN","Municipal and County Issues",,,
"AUTISM AND PUBLIC SAFETY STUDY COMM.","Health",,,
"AUCTIONS","Commerce",,,
"AUCTIONEERS COMN.","Commerce",,,
"ATHLETIC TRAINER EXAMINERS BOARD","Recreation",,,
"ARCHER LODGE","Recreation",,,
"ARCHAEOLOGY","Science and Medical Research",,,
"ARBORETUM BOARD","Environmental",,,
"ALBEMARLE","Municipal and County Issues",,,
"ALARM SYSTEMS LICENSING BOARD","Other",,,
"AGRISCIENCE SCHOOL PLANNING COMN.","Agriculture and Food","Science and Medical Research",,
"AFTER SCHOOL CHILD CARE STUDY COMN.","Family and Children Issues",,,
"AFRICAN-AMERICAN HERITAGE COMN.","Civil Liberties and Civil Rights",,,
"ADULT EDUCATION","Education",,,
"ACUPUNCTURE LICENSING BOARD","Health",,,
"ACUPUNCTURE","Health",,,
"ACCOUNTING","Business and Consumers",,,
"ZEBULON","Municipal and County Issues",,,
"YOUTH VIOLENCE STUDY COMN.","Family and Children Issues",,,
"WRIGHTSVILLE BEACH","Municipal and County Issues",,,
"WORKFORCE DEVELOPMENT COMN.","Labor and Employment",,,
"WORKFORCE DEVELOPMENT BOARDS","Labor and Employment",,,
"WISER, BETTY HUTCHINSON","Other",,,
"WINGATE","Municipal and County Issues",,,
"WINFALL","Municipal and County Issues",,,
"WILSON","Municipal and County Issues",,,
